Date,Close,High,Low,Open,Volume
,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
01/28/2018,1246.01000976562,1257.77001953125,1111.78002929687,1111.78002929687,5372329984
01/29/2018,1182.35998535156,1256.69995117187,1169.07995605468,1246.69995117187,3715079936
01/30/2018,1071.13000488281,1184.63000488281,1058.96997070312,1184.13000488281,4107859968
01/31/2018,1118.31005859375,1128.66003417968,1034.5,1071.08996582031,3757560064
02/01/2018,1036.7900390625,1161.34997558593,984.818969726562,1119.36999511718,5261680128
02/02/2018,915.784973144531,1035.77001953125,757.97998046875,1035.77001953125,6713290240
02/03/2018,964.018981933593,991.942993164062,847.690002441406,919.210998535156,3243480064
02/04/2018,834.682006835937,969.031982421875,805.064025878906,964.6669921875,2997090048
02/05/2018,697.950988769531,856.64599609375,644.598999023437,834.9580078125,4269530112
02/06/2018,793.122009277343,796.439025878906,574.419006347656,707.736999511718,6518269952
02/07/2018,757.067993164062,851.200012207031,723.432983398437,790.427978515625,3896179968
02/08/2018,817.807006835937,845.085998535156,755.843017578125,755.843017578125,3708189952
02/09/2018,883.864990234375,884.004028320312,788.833984375,818.47998046875,2495820032
02/10/2018,860.414978027343,917.400024414062,825.577026367187,882.466979980468,2930530048
02/11/2018,814.659973144531,859.288024902343,788.221984863281,859.288024902343,2486650112
02/12/2018,868.706970214843,875.93701171875,817.507995605468,817.507995605468,2243450112
02/13/2018,845.257995605468,870.708984375,828.836975097656,869.293029785156,2081170048
02/14/2018,923.560974121093,926.429016113281,844.278991699218,844.278991699218,2818370048
02/15/2018,936.976013183593,951.947998046875,911.111022949218,923.72802734375,2900100096
02/16/2018,944.210021972656,950.005004882812,917.848022460937,934.786010742187,2369449984
02/17/2018,974.114990234375,976.594970703125,940.754028320312,944.747985839843,2525720064
02/18/2018,923.921020507812,982.932983398437,915.445007324218,973.348999023437,2567290112
02/19/2018,943.864990234375,957.776977539062,921.554016113281,921.668029785156,2169019904
02/20/2018,895.370971679687,965.265014648437,892.953979492187,943.567016601562,2545260032
02/21/2018,849.971008300781,912.375,830.56298828125,894.135009765625,2531729920
02/22/2018,812.844970703125,875.926025390625,802.668029785156,849.262023925781,2150370048
02/23/2018,864.189025878906,886.317993164062,794.791015625,811.585021972656,2334820096
02/24/2018,840.515014648437,879.531005859375,818.549987792968,861.593017578125,1926579968
02/25/2018,844.809997558593,853.14599609375,822.380981445312,839.458984375,1646960000
02/26/2018,869.315002441406,880.392028808593,842.318969726562,845.278015136718,2044480000
02/27/2018,878.265014648437,896.258972167968,867.096984863281,870.364990234375,2053980032
02/28/2018,855.198974609375,890.107971191406,855.1240234375,877.934020996093,1963980032
03/01/2018,872.200012207031,880.302001953125,851.919982910156,856.012023925781,1868519936
03/02/2018,856.85302734375,876.377990722656,852.421997070312,871.763977050781,1894419968
03/03/2018,857.224975585937,868.453979492187,855.206970214843,856.710998535156,1699369984
03/04/2018,866.677978515625,867.950012207031,840.280029296875,856.185974121093,1697939968
03/05/2018,853.684020996093,869.919982910156,853.52001953125,866.846008300781,1898489984
03/06/2018,816.950988769531,853.817016601562,809.931030273437,853.817016601562,1943069952
03/07/2018,752.830993652343,825.606994628906,726.546997070312,816.27099609375,2175419904
03/08/2018,704.596008300781,773.767028808593,696.169006347656,752.570007324218,1891640064
03/09/2018,728.916015625,729.156005859375,648.106994628906,702.197021484375,2233019904
03/10/2018,686.890014648437,748.031005859375,682.695007324218,730.159973144531,1532960000
03/11/2018,723.338989257812,735.830993652343,668.122985839843,685.31201171875,1562680064
03/12/2018,699.830993652343,742.513977050781,683.268005371093,724.406005859375,1764999936
03/13/2018,690.827026367187,713.734985351562,682.349975585937,698.153015136718,1425959936
03/14/2018,614.291015625,702.783996582031,594.099975585937,691.218994140625,1810560000
03/15/2018,611.304016113281,620.616027832031,579.505004882812,614.838989257812,1770460032
03/16/2018,601.666015625,623.168029785156,587.861999511718,611.778015136718,1417350016
03/17/2018,552.778991699218,609.151000976562,549.096008300781,601.677978515625,1267810048
03/18/2018,538.643981933593,551.640014648437,460.088012695312,551.640014648437,2685499904
03/19/2018,556.726013183593,558.099975585937,519.122985839843,546.6259765625,2046790016
03/20/2018,557.174987792968,567.090026855468,521.203979492187,556.721984863281,1833680000
03/21/2018,561.731994628906,589.606994628906,550.572021484375,559.099975585937,1781270016
03/22/2018,539.702026367187,577.565979003906,523.088989257812,562.10302734375,1523459968
03/23/2018,539.619018554687,540.486999511718,512.127014160156,539.864013671875,1596349952
03/24/2018,526.439025878906,545.382019042968,526.080017089843,542.572021484375,1300009984
03/25/2018,524.286987304687,535.820983886718,515.658996582031,522.703002929687,1151170048
03/26/2018,489.950988769531,526.379028320312,470.440002441406,524.286987304687,1638880000
03/27/2018,450.115997314453,491.459014892578,449.971008300781,489.58999633789,1617939968
03/28/2018,446.278991699218,466.210998535156,444.86099243164,450.290985107421,1514179968
03/29/2018,385.967987060546,450.81298828125,385.81298828125,448.075012207031,1970230016
03/30/2018,394.644989013671,409.928985595703,368.632995605468,385.904998779296,1878130048
03/31/2018,396.457000732421,418.467987060546,392.953002929687,395.003997802734,1323920000
04/01/2018,379.606994628906,400.528015136718,363.804992675781,397.253997802734,1256930048
04/02/2018,386.424987792968,395.170989990234,377.592987060546,379.699005126953,1102259968
04/03/2018,416.893005371093,418.967987060546,383.532012939453,387.31201171875,1363399936
04/04/2018,380.542999267578,417.471984863281,375.309997558593,416.484985351562,1287730048
04/05/2018,383.231994628906,387.716003417968,369.816009521484,379.946990966796,1210680064
04/06/2018,370.285003662109,385.195007324218,366.911010742187,382.730987548828,967105984
04/07/2018,385.313995361328,393.058990478515,369.936004638671,370.380004882812,951475008
04/08/2018,400.507995605468,402.58999633789,385.601989746093,385.743011474609,948488000
04/09/2018,398.526000976562,429.251007080078,390.609985351562,400.856994628906,1478390016
04/10/2018,414.243011474609,415.888000488281,393.878997802734,399.411010742187,1196000000
04/11/2018,430.540008544921,430.540008544921,412.471008300781,415.023986816406,1439040000
04/12/2018,492.941009521484,493.058013916015,417.412994384765,430.161010742187,2519360000
04/13/2018,492.734985351562,526.469970703125,482.658996582031,493.160003662109,2419249920
04/14/2018,501.477996826171,512.023986816406,488.278991699218,492.579986572265,1519079936
04/15/2018,531.702026367187,531.702026367187,502.880004882812,502.880004882812,1726089984
04/16/2018,511.147003173828,534.197021484375,500.25,532.073974609375,1758979968
04/17/2018,502.894012451171,518.031005859375,502.563995361328,511.144989013671,1760359936
04/18/2018,524.789001464843,525.091979980468,503.045013427734,503.308990478515,1762940032
04/19/2018,567.888977050781,567.888977050781,523.262023925781,524.038024902343,2256869888
04/20/2018,615.718017578125,618.715026855468,560.283020019531,567.989013671875,2849469952
04/21/2018,605.39501953125,621.888000488281,578.549987792968,616.004028320312,2612460032
04/22/2018,621.859985351562,640.767028808593,593.869018554687,606.119018554687,2426269952
04/23/2018,642.547973632812,646.700012207031,621.034973144531,621.198974609375,2386830080
04/24/2018,708.158020019531,708.875,643.398010253906,643.398010253906,3581860096
04/25/2018,615.416015625,707.06201171875,600.211975097656,707.06201171875,4216140032
04/26/2018,662.809020996093,663.181030273437,604.007019042968,618.078979492187,2984009984
04/27/2018,647.031982421875,684.867980957031,647.031982421875,662.109008789062,2598129920
04/28/2018,683.677978515625,691.442016601562,644.64599609375,644.64599609375,2496659968
04/29/2018,688.880981445312,697.755981445312,670.513000488281,683.911987304687,2740559872
04/30/2018,669.924011230468,694.439025878906,666.117004394531,689.760986328125,2853100032
05/01/2018,673.612976074218,674.403015136718,637.539978027343,670.463012695312,2678960128
05/02/2018,687.148986816406,688.841979980468,667.419982910156,674.075012207031,2822269952
05/03/2018,779.543029785156,784.341003417968,686.591003417968,686.591003417968,4210939904
05/04/2018,785.6240234375,803.745971679687,762.632019042968,776.775024414062,3533410048
05/05/2018,816.119995117187,827.455017089843,784.236999511718,784.5830078125,3035040000
05/06/2018,792.310974121093,835.057006835937,764.882995605468,816.088012695312,3105570048
05/07/2018,753.724975585937,795.757995605468,710.177978515625,793.338989257812,4316120064
05/08/2018,752.856994628906,774.2490234375,728.129028320312,755.008972167968,2920489984
05/09/2018,752.275024414062,759.528991699218,718.471984863281,752.901977539062,2877870080
05/10/2018,727.276977539062,766.747985839843,726.664001464843,752.578979492187,2748950016
05/11/2018,679.585998535156,736.976989746093,669.825012207031,727.013000488281,3290080000
05/12/2018,686.047973632812,691.411010742187,644.065979003906,679.877014160156,2668480000
05/13/2018,733.495971679687,741.31201171875,675.318969726562,687.174987792968,2362500096
05/14/2018,730.549011230468,742.169982910156,695.7919921875,732.732971191406,3005110016
05/15/2018,708.870971679687,739.052001953125,700.994995117187,731.143005371093,2523069952
05/16/2018,707.049987792968,710.200012207031,682.541015625,708.086975097656,2476130048
05/17/2018,672.656982421875,718.8330078125,668.833984375,708.718017578125,2350619904
05/18/2018,694.367004394531,695.031005859375,663.809020996093,672.101989746093,2305740032
05/19/2018,696.530029296875,715.578002929687,686.791015625,695.072021484375,2021549952
05/20/2018,715.369018554687,723.752990722656,692.669006347656,697.922973632812,2156910080
05/21/2018,699.221984863281,719.278015136718,692.494018554687,717.192993164062,2005170048
05/22/2018,647.741027832031,700.976013183593,644.026000976562,700.177978515625,2230469888
05/23/2018,583.585021972656,651.635986328125,572.952026367187,646.669982910156,2995429888
05/24/2018,601.755004882812,610.817993164062,557.205993652343,584.536010742187,2791099904
05/25/2018,586.734008789062,617.185974121093,575.6240234375,602.140014648437,2110919936
05/26/2018,587.280029296875,606.174987792968,583.512023925781,587.426025390625,1694300032
05/27/2018,572.668029785156,590.328002929687,562.866027832031,588.52001953125,1788790016
05/28/2018,516.036010742187,576.049011230468,512.552001953125,573.044982910156,2356900096
05/29/2018,565.388000488281,572.263977050781,516.148010253906,516.148010253906,2330820096
05/30/2018,559.590026855468,583.135986328125,545.431030273437,566.830017089843,2053970048
05/31/2018,577.64501953125,585.538024902343,557.065979003906,558.497009277343,1985040000
06/01/2018,580.043029785156,589.093017578125,567.664978027343,578.671997070312,1945890048
06/02/2018,591.807983398437,597.077026367187,577.322021484375,580.429016113281,1880390016
06/03/2018,618.328979492187,624.513000488281,591.258972167968,591.258972167968,1832550016
06/04/2018,592.984985351562,623.429016113281,583.747009277343,619.43701171875,1903430016
06/05/2018,609.302978515625,611.330017089843,580.981994628906,593.406005859375,1844269952
06/06/2018,607.1240234375,611.643005371093,596.39599609375,610.262023925781,1756530048
06/07/2018,605.18701171875,616.143981933593,601.692993164062,607.68701171875,1880140032
06/08/2018,601.077026367187,608.810974121093,595.593017578125,605.442993164062,1637779968
06/09/2018,597.56201171875,608.5830078125,597.56201171875,600.905029296875,1519309952
06/10/2018,526.47900390625,594.344970703125,511.889007568359,594.344970703125,2234880000
06/11/2018,533.283996582031,536.857971191406,515.268981933593,524.856994628906,1982119936
06/12/2018,496.842987060546,538.955017089843,491.234985351562,532.710021972656,1932760064
06/13/2018,477.493988037109,501.904998779296,459.003997802734,498.018005371093,2080130048
06/14/2018,519.742004394531,523.544982910156,467.466003417968,478.38101196289,2458650112
06/15/2018,491.003997802734,521.304992675781,487.468994140625,520.47998046875,1808269952
06/16/2018,499.641998291015,503.222991943359,488.851013183593,490.414001464843,1314109952
06/17/2018,500.447998046875,507.640991210937,498.648010253906,499.459991455078,1264870016
06/18/2018,518.890991210937,521.796020507812,494.066009521484,499.382995605468,1513869952
06/19/2018,537.956970214843,542.35302734375,516.31201171875,519.023010253906,1726569984
06/20/2018,536.268005371093,541.015014648437,519.369018554687,538.505981445312,1596290048
06/21/2018,527.367004394531,543.716979980468,524.258972167968,536.447021484375,1462070016
06/22/2018,465.816986083984,527.193969726562,456.877014160156,527.193969726562,2226030080
06/23/2018,474.519989013671,479.128997802734,462.393005371093,466.273986816406,1651379968
06/24/2018,457.671997070312,475.359008789062,426.468994140625,474.768005371093,2490579968
06/25/2018,460.309997558593,470.343994140625,448.89599609375,455.936004638671,4007950080
06/26/2018,432.772003173828,461.213012695312,432.772003173828,460.733001708984,1356560000
06/27/2018,442.364990234375,444.243011474609,424.838989257812,432.243988037109,1368940032
06/28/2018,422.364990234375,443.618011474609,419.683013916015,442.290008544921,1360790016
06/29/2018,436.009002685546,441.792999267578,407.946990966796,422.587005615234,1564499968
06/30/2018,455.179992675781,458.796997070312,436.209014892578,436.209014892578,1475939968
07/01/2018,453.917999267578,457.139007568359,446.385009765625,455.242004394531,1511730048
07/02/2018,475.346984863281,479.130004882812,447.11099243164,453.824005126953,1625789952
07/03/2018,464.195007324218,483.85400390625,462.582000732421,475.385986328125,1683939968
07/04/2018,467.317993164062,481.436004638671,455.184997558593,464.151000976562,1549769984
07/05/2018,474.411987304687,483.225006103515,464.628997802734,467.286987304687,1828610048
07/06/2018,474.011993408203,479.65200805664,457.614990234375,474.356994628906,1627609984
07/07/2018,491.660003662109,491.660003662109,466.835998535156,474.057006835937,1358360064
07/08/2018,489.118988037109,503.199005126953,488.4169921875,492.067993164062,1344560000
07/09/2018,476.682006835937,490.851989746093,475.174987792968,488.877990722656,1533799936
07/10/2018,434.424011230468,478.317993164062,433.959991455078,476.161987304687,1789069952
07/11/2018,446.518005371093,447.316009521484,429.50698852539,434.515014648437,1422470016
07/12/2018,430.074005126953,446.502014160156,422.809997558593,446.502014160156,1495440000
07/13/2018,434.02700805664,442.363006591796,430.740997314453,430.740997314453,1489670016
07/14/2018,436.085998535156,439.433990478515,431.473999023437,434.510986328125,1235820032
07/15/2018,449.850006103515,454.001007080078,433.920989990234,435.882995605468,1350160000
07/16/2018,480.657989501953,480.657989501953,446.79800415039,450.424987792968,1858680064
07/17/2018,501.002014160156,508.779998779296,468.915008544921,480.076995849609,2288100096
07/18/2018,480.513000488281,513.432983398437,474.359008789062,500.838012695312,2371559936
07/19/2018,469.618988037109,483.239990234375,465.141998291015,480.627990722656,2068739968
07/20/2018,450.697998046875,469.307006835937,443.692993164062,469.307006835937,1821350016
07/21/2018,462.436004638671,468.0830078125,445.776000976562,450.678985595703,1504310016
07/22/2018,459.657012939453,470.898010253906,458.118988037109,462.43798828125,1338589952
07/23/2018,450.852996826171,469.765991210937,449.727996826171,459.438995361328,1596999936
07/24/2018,479.372985839843,481.141998291015,450.565002441406,451.135986328125,2287520000
07/25/2018,472.493011474609,482.868011474609,466.473999023437,479.906005859375,1930780032
07/26/2018,464.036987304687,483.696014404296,461.424011230468,472.330993652343,1621560064
07/27/2018,469.665985107421,473.221984863281,458.290985107421,464.009002685546,1734259968
07/28/2018,466.898010253906,471.593994140625,462.989013671875,469.678009033203,1531890048
07/29/2018,466.665008544921,470.355987548828,462.712005615234,466.915008544921,1631910016
07/30/2018,457.080993652343,467.951995849609,448.640991210937,466.826995849609,2141590000
07/31/2018,433.867004394531,457.244995117187,430.44400024414,457.244995117187,1820680000
08/01/2018,420.747009277343,435.457000732421,410.463989257812,433.868988037109,1888060000
08/02/2018,412.621002197265,425.033996582031,410.308990478515,420.805999755859,1569300000
08/03/2018,418.261993408203,420.549011230468,399.910003662109,412.566986083984,1722340000
08/04/2018,407.252014160156,420.186004638671,403.776000976562,418.236999511718,1466540000
08/05/2018,410.515991210937,413.716003417968,402.432006835937,407.346008300781,1396820000
08/06/2018,406.657989501953,414.540008544921,403.315002441406,410.566986083984,1384880000
08/07/2018,380.21499633789,411.404998779296,376.076995849609,406.800994873046,1828350000
08/08/2018,356.613006591796,380.670989990234,353.734008789062,379.891998291015,2016080000
08/09/2018,365.588012695312,370.946014404296,353.614013671875,356.971008300781,1616610000
08/10/2018,334.175994873046,367.045013427734,329.585998535156,365.776000976562,1699400000
08/11/2018,322.111999511718,334.264007568359,308.488006591796,334.264007568359,1790370000
08/12/2018,319.570007324218,328.58999633789,318.601989746093,320.822998046875,1625420000
08/13/2018,286.494995117187,323.550994873046,284.933990478515,320.209991455078,1751190000
08/14/2018,278.932006835937,286.364990234375,254.649993896484,286.364990234375,2137850000
08/15/2018,282.364013671875,303.58999633789,280.118988037109,280.386993408203,1878150000
08/16/2018,288.045989990234,298.476013183593,280.928009033203,282.740997314453,1552970000
08/17/2018,315.72900390625,316.170013427734,287.346008300781,287.683013916015,1995460000
08/18/2018,295.81201171875,320.446014404296,286.550994873046,316.790985107421,1764020000
08/19/2018,300.834014892578,307.097991943359,291.332000732421,295.670013427734,1447910000
08/20/2018,274.315002441406,304.372009277343,273.510986328125,301.38101196289,1413790000
08/21/2018,281.94400024414,285.970001220703,273.330993652343,273.330993652343,1164120000
08/22/2018,271.341003417968,297.48599243164,264.997985839843,281.967987060546,1507660000
08/23/2018,277.10400390625,279.545989990234,271.08999633789,271.747985839843,1271160000
08/24/2018,282.967010498046,283.302001953125,273.859985351562,278.11099243164,1450170000
08/25/2018,279.64599609375,283.515014648437,278.471008300781,283.281005859375,1208360000
08/26/2018,275.196990966796,279.524993896484,272.44400024414,279.524993896484,1206650000
08/27/2018,285.602996826171,285.602996826171,273.649993896484,275.350006103515,1406790000
08/28/2018,296.498992919921,297.399993896484,283.571990966796,286.648986816406,1513350000
08/29/2018,289.31201171875,297.071014404296,287.286987304687,296.162994384765,1474460000
08/30/2018,284.105010986328,291.243011474609,275.210998535156,289.752990722656,1513100000
08/31/2018,283.003997802734,284.550994873046,278.513000488281,284.119995117187,1411910000
09/01/2018,295.341003417968,301.144012451171,283.496002197265,283.496002197265,1546630000
09/02/2018,294.371002197265,298.686004638671,290.925994873046,295.453002929687,1321050000
09/03/2018,289.259002685546,295.591003417968,287.432006835937,295.180999755859,1394490000
09/04/2018,285.722991943359,291.579986572265,284.255004882812,289.296997070312,1554870000
09/05/2018,232.330993652343,288.162994384765,232.330993652343,286.045013427734,2390390000
09/06/2018,230.21499633789,231.755004882812,218.123001098632,231.647994995117,2097310000
09/07/2018,217.203002929687,233.89599609375,217.074996948242,229.535003662109,1678260000
09/08/2018,197.95100402832,220.367004394531,193.259002685546,217.912002563476,1517200000
09/09/2018,196.923995971679,207.66600036621,188.305999755859,198.384994506835,1585980000
09/10/2018,197.078994750976,201.882995605468,189.583999633789,197.850997924804,1502960000
09/11/2018,185.065994262695,198.505996704101,180.595993041992,198.177001953125,1568900000
09/12/2018,183.330993652343,185.587005615234,170.257003784179,185.42300415039,1874850000
09/13/2018,211.35400390625,214.001998901367,183.679000854492,183.679000854492,2330720000
09/14/2018,211.748992919921,222.794006347656,204.871002197265,212.669006347656,2232190000
09/15/2018,223.074005126953,226.60400390625,209.606002807617,209.813995361328,1670490000
09/16/2018,220.589004516601,222.802993774414,211.11799621582,222.802993774414,1502260000
09/17/2018,197.875,224.261001586914,195.307998657226,221.582000732421,2019910000
09/18/2018,209.975006103515,213.356994628906,195.934005737304,197.095001220703,1800640000
09/19/2018,209.968994140625,213.871002197265,201.656005859375,209.47200012207,1733330000
09/20/2018,224.591003417968,224.817993164062,207.789001464843,210.287994384765,1782070000
09/21/2018,246.583999633789,248.388000488281,221.567001342773,225.251007080078,2836200000
09/22/2018,240.479995727539,251.195999145507,233.809997558593,247.337005615234,1921820000
09/23/2018,244.330001831054,247.464004516601,237.856994628906,240.992004394531,1693470000
09/24/2018,228.729995727539,245.108001708984,227.490005493164,244.843994140625,1748740000
09/25/2018,218.505004882812,228.326995849609,206.490005493164,228.326995849609,2120360000
09/26/2018,215.84700012207,221.43699645996,209.113006591796,218.647003173828,1756100000
09/27/2018,228.494003295898,230.606994628906,212.654006958007,215.440002441406,2030320000
09/28/2018,222.401992797851,231.748001098632,218.669006347656,229.04100036621,2018120000
09/29/2018,231.634994506835,234.014007568359,216.078002929687,221.705001831054,2208720000
09/30/2018,232.848007202148,236.98599243164,228.445007324218,231.328994750976,1765560000
10/01/2018,230.768005371093,234.14500427246,226.945007324218,233.220001220703,1597500000
10/02/2018,227.180999755859,231.167007446289,225.837997436523,231.100006103515,1542080000
10/03/2018,220.488998413085,226.45799255371,213.970993041992,226.406997680664,1683930000
10/04/2018,222.218002319335,226.147994995117,220.08999633789,220.445999145507,1479500000
10/05/2018,227.600997924804,228.31900024414,220.957000732421,222.266998291015,1547330000
10/06/2018,225.119995117187,227.925994873046,224.246002197265,227.552001953125,1505070000
10/07/2018,226.119003295898,226.369995117187,222.996002197265,225.434997558593,1470480000
10/08/2018,229.255004882812,230.764999389648,224.557006835937,226.509002685546,1470740000
10/09/2018,227.981994628906,230.160995483398,226.401000976562,229.710006713867,1405130000
10/10/2018,225.768997192382,227.707000732421,224.494995117187,227.615005493164,1384040000
10/11/2018,189.498992919921,225.610000610351,189.283004760742,225.610000610351,2167620000
10/12/2018,196.727005004882,199.401000976562,188.707000732421,188.707000732421,1487900000
10/13/2018,199.841003417968,201.279006958007,196.363998413085,196.363998413085,1167610000
10/14/2018,195.71499633789,201.826995849609,195.24299621582,199.690994262695,1169260000
10/15/2018,209.703994750976,222.11799621582,194.158996582031,195.27000427246,2865830000
10/16/2018,210.119995117187,212.17300415039,207.983993530273,209.628005981445,1532280000
10/17/2018,207.08299255371,211.125,205.927993774414,210.216995239257,1444130000
10/18/2018,203.352005004882,208.470001220703,201.74299621582,207.404006958007,1365860000
10/19/2018,203.727005004882,204.662994384765,201.843994140625,203.257003784179,1264480000
10/20/2018,205.429992675781,206.22200012207,203.085006713867,203.514999389648,1238780000
