Date,BTC_Close,BTC_High,BTC_Low,BTC_Open,BTC_Volume,ETH_Close,ETH_High,ETH_Low,ETH_Open,ETH_Volume,BTC_Return,ETH_Return,BTC_Volatility,ETH_Volatility,BTC_Normalized,ETH_Normalized
2017-12-09,15178.2001953125,16783.0,13674.900390625,16523.30078125,13911300096,473.50201416015625,504.1470031738281,456.25299072265625,457.343994140625,2003849984,-0.08396201205323306,0.03831100972587986,0.07308314387840692,0.04894494955157969,2.124732981126793,1.4756173888299715
2017-12-10,15455.400390625,15850.599609375,13226.599609375,15168.400390625,13433299968,441.7210083007813,472.78900146484375,429.5140075683594,472.78900146484375,1404179968,0.01826304777546084,-0.0671190510472156,0.07056968274003952,0.0489282092947687,2.1635370810712087,1.3765753499829336
2017-12-11,16936.80078125,17513.900390625,15404.7998046875,15427.400390625,12153900032,515.135986328125,516.968994140625,439.10400390625,440.3580017089844,1771440000,0.09585001702858453,0.16620214263694977,0.07024401963289226,0.05592361304452992,2.3709121471338586,1.6053651226513062
2017-12-12,17415.400390625,17781.80078125,16571.599609375,16919.80078125,14603799552,651.4310302734375,657.3179931640625,504.4939880371094,522.2860107421875,5179829760,0.028257970059188287,0.2645807079346558,0.06771041789366072,0.07124380519030558,2.437909311600533,2.0301137632959945
2017-12-13,16408.19921875,17653.099609375,16039.7001953125,17500.0,12976900096,702.7670288085938,747.9929809570312,597.7979736328125,644.906005859375,4524539904,-0.05783393716386753,0.07880496345654286,0.06880545620906596,0.07185611937911839,2.29691541766222,2.19009680422516
2017-12-14,16564.0,17085.80078125,16185.900390625,16384.599609375,13777399808,695.8159790039062,753.1209716796875,664.989013671875,700.593994140625,3821580032,0.009495300439305021,-0.009890973138668269,0.06882953330163206,0.07185225323208136,2.3187253196365947,2.1684346155634855
2017-12-15,17706.900390625,18154.099609375,16601.30078125,16601.30078125,14309999616,684.447998046875,697.1320190429688,621.0609741210938,696.3759765625,2758710016,0.06899905763251635,-0.016337625608002115,0.06793229327595182,0.07192484614087714,2.4787151816001747,2.1330075426589774
2017-12-16,19497.400390625,19716.69921875,17515.30078125,17760.30078125,12740599808,696.208984375,718.385009765625,680.7860107421875,686.1920166015625,2165690112,0.10111877067699493,0.01718317003144998,0.06864434022596981,0.07166563899372051,2.7293598136219885,2.1696593739428516
2017-12-17,19140.80078125,20089.0,18974.099609375,19475.80078125,13314599936,719.9749755859375,735.8250122070312,696.2369995117188,696.2369995117188,2147389952,-0.01828959770177696,0.034136289166496026,0.06858177760711325,0.07154265028864837,2.6794409206474454,2.2437234937245636
2017-12-18,19114.19921875,19371.0,18355.900390625,19106.400390625,14839499776,794.64501953125,803.927978515625,689.2310180664062,721.7319946289062,3249230080,-0.0013897831550526707,0.10371199899627581,0.06875002062777431,0.07279915995222065,2.6757170787909708,2.476424542453646
2017-12-19,17776.69921875,19177.80078125,17275.400390625,19118.30078125,16894499840,826.822998046875,881.9439697265625,785.3419799804688,793.9010009765625,4096549888,-0.0699741582000456,0.04049352569353082,0.07125061176453339,0.07279243901401852,2.4884860286210877,2.5767037032915834
2017-12-20,16624.599609375,17934.69921875,16077.7001953125,17760.30078125,22149699584,819.0859985351562,845.06201171875,756.0040283203125,827.5159912109375,3969939968,-0.06480953495347552,-0.009357504000245709,0.07327878682598914,0.07315873011866274,2.3272084063679337,2.5525921880805846
2017-12-21,15802.900390625,17567.69921875,15342.7001953125,16642.400390625,16516599808,821.06298828125,880.5430297851562,792.6890258789062,820.2360229492188,3569060096,-0.04942670729264509,0.0024136534498566675,0.07419612586788545,0.07281212719964897,2.2121821576574026,2.5587532610214225
2017-12-22,13831.7998046875,15943.400390625,11833.0,15898.0,22197999616,674.8599853515625,827.6829833984375,543.7620239257812,822.6430053710938,4977710080,-0.12473030502089644,-0.1780655138721301,0.07908438845262646,0.08192001453232861,1.93625600237101,2.1031275467256543
2017-12-23,14699.2001953125,15603.2001953125,13828.7998046875,13948.7001953125,13086000128,719.3870239257812,763.89501953125,679.7310180664062,681.3159790039062,2480339968,0.06271059463505568,0.0659796691768928,0.07895440070300833,0.08167859184955133,2.057679767645392,2.241891206495423
2017-12-24,13925.7998046875,14626.0,12747.7001953125,14608.2001953125,11572299776,694.1480102539062,721.7689819335938,614.9219970703125,721.7689819335938,2300549888,-0.05261513418067698,-0.0350840546638479,0.08015125121189519,0.07813221247747039,1.9494146705698654,2.1632365728563374
2017-12-25,14026.599609375,14593.0,13448.900390625,13995.900390625,10664699904,765.833984375,782.52099609375,698.8699951171875,698.8699951171875,2491760128,0.007238349401918809,0.1032718859121593,0.07973719158278984,0.07945816834627908,1.9635252150846765,2.386638093409368
2017-12-26,16099.7998046875,16461.19921875,14028.900390625,14036.599609375,13454300160,773.8359985351562,786.7899780273438,760.9349975585938,763.3699951171875,2201159936,0.14780490304484273,0.010448758247111112,0.08283674768983201,0.07945968792117074,2.253743869126371,2.411575497870748
2017-12-27,15838.5,16930.900390625,15114.2998046875,16163.5,12487600128,762.8419799804688,789.2529907226562,738.4130249023438,774.969970703125,2100029952,-0.016230003345223065,-0.014207168670750336,0.08290289386299911,0.07969936371575748,2.217165598591174,2.3773138380102496
2017-12-28,14606.5,15888.400390625,13937.2998046875,15864.099609375,12336499712,737.0230102539062,763.3189697265625,701.18701171875,762.2080078125,2389149952,-0.07778514379518264,-0.03384576413482587,0.08476010035961887,0.08003865237389549,2.0447030536870274,2.2968518345744973
2017-12-29,14656.2001953125,15279.0,14307.0,14695.7998046875,13025500160,753.5919799804688,770.1170043945312,729.6079711914062,740.3889770507812,2648969984,0.0034026081068359026,0.022480939531120514,0.08457063239669829,0.07709649797634789,2.051660376873575,2.34848722177951
2017-12-30,12952.2001953125,14681.900390625,12350.099609375,14681.900390625,14452599808,717.2570190429688,753.8150024414062,685.2310180664062,753.8150024414062,3187780096,-0.11626478741365665,-0.04821569483587351,0.08787369670842834,0.07799401685105069,1.8131245193113463,2.2352532785682406
2017-12-31,14156.400390625,14377.400390625,12755.599609375,12897.7001953125,12136299520,756.7329711914062,760.3480224609375,710.1190185546875,712.2119750976562,2554269952,0.09297263608914186,0.05503738701798966,0.08844180014402327,0.07814937701429804,1.98169548542958,2.3582757783440313
2018-01-01,13657.2001953125,14112.2001953125,13154.7001953125,14112.2001953125,10291200000,772.6409912109375,782.530029296875,742.0040283203125,755.7570190429688,2595760128,-0.03526321533283927,0.021021972908733533,0.08886378515833905,0.07799858995554228,1.9118145308027614,2.407851387867702
2018-01-02,14982.099609375,15444.599609375,13163.599609375,13625.0,16846600192,884.4439697265625,914.8300170898438,772.3460083007812,772.3460083007812,5783349760,0.0970110560814097,0.14470236473009224,0.09023756165662503,0.08117880270413479,2.097281677467722,2.756273177610793
2018-01-03,15201.0,15572.7998046875,14844.5,14978.2001953125,16871900160,962.719970703125,974.4710083007812,868.4509887695312,886.0,5093159936,0.014610795304552893,0.08850306368278194,0.09018534204682305,0.08194669802559433,2.127924630753192,3.000211798176025
2018-01-04,15599.2001953125,15739.7001953125,14522.2001953125,15270.7001953125,21783199744,980.9219970703124,1045.0799560546875,946.0859985351562,961.7130126953125,6502859776,0.026195657872015055,0.0189068752296615,0.0902026930773609,0.08158126174544014,2.1836670163578367,3.0569364283066975
2018-01-05,17429.5,17705.19921875,15202.7998046875,15477.2001953125,23840899072,997.719970703125,1075.3900146484375,956.3250122070312,975.75,6683149824,0.11733292616101543,0.017124678295504125,0.08547632932943479,0.07926022878043452,2.439883057148396,3.1092854812112574
2018-01-06,17527.0,17712.400390625,16764.599609375,17462.099609375,18314600448,1041.6800537109375,1060.7099609375,994.6220092773438,995.1539916992188,4662219776,0.005593964256002781,0.04406054233517298,0.07218009146576114,0.07921814117427389,2.4535316757589105,3.2462822857883045
2018-01-07,16477.599609375,17579.599609375,16087.7001953125,17527.30078125,15866000384,1153.1700439453125,1153.1700439453125,1043.010009765625,1043.010009765625,5569880064,-0.05987336056512804,0.10702901513492269,0.07170136534342499,0.08033049220842861,2.306630489078234,3.593728681686172
2018-01-08,15170.099609375,16537.900390625,14208.2001953125,16476.19921875,18413899776,1148.530029296875,1266.9300537109375,1016.0499877929688,1158.260009765625,8450970112,-0.07935014996092593,-0.004023703765806075,0.07151478570739112,0.0806308722577396,2.123599013865433,3.579268582056386
2018-01-09,14595.400390625,15497.5,14424.0,15123.7001953125,16659999744,1299.739990234375,1320.97998046875,1145.489990234375,1146.0,7965459968,-0.03788368129071751,0.13165520890217386,0.07182028682144041,0.08028644477388118,2.043149265634873,4.050497934944008
2018-01-10,14973.2998046875,14973.2998046875,13691.2001953125,14588.5,18500800512,1255.8199462890625,1417.3800048828125,1226.5999755859375,1300.3399658203125,9214950400,0.025891678470515656,-0.033791407724088396,0.06972487120812004,0.0776743961217578,2.096049829487961,3.9136259077387363
2018-01-11,13405.7998046875,15018.7998046875,13105.900390625,14968.2001953125,16534099968,1154.9300537109375,1337.300048828125,1135.1700439453125,1268.0899658203125,7235899904,-0.10468634305373903,-0.08033786441778834,0.07194017531550778,0.06700154303096534,1.8766220379804528,3.599213560180878
